day;HH:MM:SS;gru
12;01:04:00;0.059
12;01:04:30;-0.063
12;01:05:00;-0.133
12;01:05:30;-0.157
12;01:06:00;-0.168
12;01:06:30;-0.134
12;01:07:00;-0.022
12;01:07:30;0.181
12;01:08:00;0.421
12;01:08:30;0.652
12;01:09:00;0.854
12;01:09:30;1.015
12;01:10:00;1.131
12;01:10:30;1.225
12;01:11:00;1.292
12;01:11:30;1.309
12;01:12:00;1.265
12;01:12:30;1.194
12;01:13:00;1.107
12;01:13:30;1.011
12;01:14:00;0.910
12;01:14:30;0.846
12;01:15:00;0.789
12;01:15:30;0.729
12;01:16:00;0.681
12;01:16:30;0.668
12;01:17:00;0.690
12;01:17:30;0.721
12;01:18:00;0.750
12;01:18:30;0.783
12;01:19:00;0.800
12;01:19:30;0.818
12;01:20:00;0.854
12;01:20:30;0.945
12;01:21:00;1.049
12;01:21:30;1.160
12;01:22:00;1.282
12;01:22:30;1.440
12;01:23:00;1.606
12;01:23:30;1.778
12;01:24:00;1.952
12;01:24:30;2.104
12;01:25:00;2.178
12;01:25:30;2.198
12;01:26:00;2.185
12;01:26:30;2.178
12;01:27:00;2.147
12;01:27:30;2.069
12;01:28:00;1.931
12;01:28:30;1.746
12;01:29:00;1.530
12;01:29:30;1.308
12;01:30:00;1.080
12;01:30:30;0.841
12;01:31:00;0.577
12;01:31:30;0.309
12;01:32:00;0.064
12;01:32:30;-0.177
12;01:33:00;-0.410
12;01:33:30;-0.619
12;01:34:00;-0.781
12;01:34:30;-0.924
12;01:35:00;-1.044
12;01:35:30;-1.102
12;01:36:00;-1.087
12;01:36:30;-1.039
12;01:37:00;-1.034
12;01:37:30;-1.063
12;01:38:00;-1.086
12;01:38:30;-1.085
12;01:39:00;-1.061
12;01:39:30;-1.018
12;01:40:00;-0.957
12;01:40:30;-0.880
12;01:41:00;-0.796
12;01:41:30;-0.685
12;01:42:00;-0.552
12;01:42:30;-0.425
12;01:43:00;-0.300
12;01:43:30;-0.179
12;01:44:00;-0.061
12;01:44:30;0.026
12;01:45:00;0.105
12;01:45:30;0.195
12;01:46:00;0.296
12;01:46:30;0.391
12;01:47:00;0.489
12;01:47:30;0.606
12;01:48:00;0.743
12;01:48:30;0.890
12;01:49:00;1.080
12;01:49:30;1.307
12;01:50:00;1.565
12;01:50:30;1.832
12;01:51:00;2.103
12;01:51:30;2.379
12;01:52:00;2.630
12;01:52:30;2.842
12;01:53:00;3.009
12;01:53:30;3.143
12;01:54:00;3.269
12;01:54:30;3.392
12;01:55:00;3.520
12;01:55:30;3.618
12;01:56:00;3.697
12;01:56:30;3.746
12;01:57:00;3.762
12;01:57:30;3.730
12;01:58:00;3.662
12;01:58:30;3.592
12;01:59:00;3.528
12;01:59:30;3.443
12;02:00:00;3.340
12;02:00:30;3.235
12;02:01:00;3.146
12;02:01:30;3.067
12;02:02:00;2.985
12;02:02:30;2.891
12;02:03:00;2.797
12;02:03:30;2.711
12;02:04:00;2.636
12;02:04:30;2.562
12;02:05:00;2.491
12;02:05:30;2.445
12;02:06:00;2.450
12;02:06:30;2.475
12;02:07:00;2.500
12;02:07:30;2.513
12;02:08:00;2.522
12;02:08:30;2.494
12;02:09:00;2.399
12;02:09:30;2.252
12;02:10:00;2.092
12;02:10:30;1.932
12;02:11:00;1.756
12;02:11:30;1.556
12;02:12:00;1.358
12;02:12:30;1.197
12;02:13:00;1.090
12;02:13:30;1.010
12;02:14:00;0.938
12;02:14:30;0.862
12;02:15:00;0.779
12;02:15:30;0.696
12;02:16:00;0.597
12;02:16:30;0.476
12;02:17:00;0.347
12;02:17:30;0.245
12;02:18:00;0.204
12;02:18:30;0.220
12;02:19:00;0.320
12;02:19:30;0.495
12;02:20:00;0.715
12;02:20:30;0.921
12;02:21:00;1.098
12;02:21:30;1.264
12;02:22:00;1.430
12;02:22:30;1.574
12;02:23:00;1.675
12;02:23:30;1.728
12;02:24:00;1.760
12;02:24:30;1.796
12;02:25:00;1.840
12;02:25:30;1.871
12;02:26:00;1.872
12;02:26:30;1.841
12;02:27:00;1.812
12;02:27:30;1.793
12;02:28:00;1.796
12;02:28:30;1.816
12;02:29:00;1.866
12;02:29:30;1.927
12;02:30:00;1.998
12;02:30:30;2.084
12;02:31:00;2.212
12;02:31:30;2.370
12;02:32:00;2.533
12;02:32:30;2.670
12;02:33:00;2.786
12;02:33:30;2.870
12;02:34:00;2.920
12;02:34:30;2.954
12;02:35:00;3.005
12;02:35:30;3.085
12;02:36:00;3.207
12;02:36:30;3.360
12;02:37:00;3.540
12;02:37:30;3.717
12;02:38:00;3.884
12;02:38:30;4.035
12;02:39:00;4.169
12;02:39:30;4.276
12;02:40:00;4.357
12;02:40:30;4.397
12;02:41:00;4.405
12;02:41:30;4.382
12;02:42:00;4.336
12;02:42:30;4.262
12;02:43:00;4.194
12;02:43:30;4.169
12;02:44:00;4.196
12;02:44:30;4.260
12;02:45:00;4.324
12;02:45:30;4.365
12;02:46:00;4.385
12;02:46:30;4.394
12;02:47:00;4.412
12;02:47:30;4.422
12;02:48:00;4.414
12;02:48:30;4.384
12;02:49:00;4.328
12;02:49:30;4.264
12;02:50:00;4.207
12;02:50:30;4.153
12;02:51:00;4.073
12;02:51:30;3.989
12;02:52:00;3.936
12;02:52:30;3.932
12;02:53:00;3.976
12;02:53:30;4.024
12;02:54:00;4.025
12;02:54:30;3.970
12;02:55:00;3.914
12;02:55:30;3.914
12;02:56:00;3.958
12;02:56:30;4.022
12;02:57:00;4.083
12;02:57:30;4.109
12;02:58:00;4.105
12;02:58:30;4.119
12;02:59:00;4.178
12;02:59:30;4.252
12;03:00:00;4.267
12;03:00:30;4.204
12;03:01:00;4.090
12;03:01:30;3.977
12;03:02:00;3.839
12;03:02:30;3.663
12;03:03:00;3.478
12;03:03:30;3.353
12;03:04:00;3.337
12;03:04:30;3.441
12;03:05:00;3.673
12;03:05:30;3.983
12;03:06:00;4.286
12;03:06:30;4.536
12;03:07:00;4.704
12;03:07:30;4.849
12;03:08:00;4.987
12;03:08:30;5.133
12;03:09:00;5.221
12;03:09:30;5.215
12;03:10:00;5.163
12;03:10:30;5.143
12;03:11:00;5.207
12;03:11:30;5.339
12;03:12:00;5.503
12;03:12:30;5.685
12;03:13:00;5.856
12;03:13:30;5.991
12;03:14:00;6.067
12;03:14:30;6.099
12;03:15:00;6.070
12;03:15:30;5.976
12;03:16:00;5.791
12;03:16:30;5.551
12;03:17:00;5.283
12;03:17:30;5.030
12;03:18:00;4.781
12;03:18:30;4.527
12;03:19:00;4.250
12;03:19:30;4.037
12;03:20:00;3.938
12;03:20:30;3.979
12;03:21:00;4.101
12;03:21:30;4.242
12;03:22:00;4.365
12;03:22:30;4.451
12;03:23:00;4.484
12;03:23:30;4.472
12;03:24:00;4.434
12;03:24:30;4.398
12;03:25:00;4.373
12;03:25:30;4.412
12;03:26:00;4.516
12;03:26:30;4.703
12;03:27:00;4.926
12;03:27:30;5.166
12;03:28:00;5.409
12;03:28:30;5.609
12;03:29:00;5.808
12;03:29:30;6.018
12;03:30:00;6.259
12;03:30:30;6.504
12;03:31:00;6.675
12;03:31:30;6.748
12;03:32:00;6.802
12;03:32:30;6.885
12;03:33:00;7.054
12;03:33:30;7.316
12;03:34:00;7.635
12;03:34:30;7.916
12;03:35:00;8.031
12;03:35:30;7.993
12;03:36:00;7.840
12;03:36:30;7.626
12;03:37:00;7.404
12;03:37:30;7.236
12;03:38:00;7.150
12;03:38:30;7.115
12;03:39:00;7.153
12;03:39:30;7.279
12;03:40:00;7.488
12;03:40:30;7.653
12;03:41:00;7.745
12;03:41:30;7.757
12;03:42:00;7.742
12;03:42:30;7.653
12;03:43:00;7.532
12;03:43:30;7.431
12;03:44:00;7.322
12;03:44:30;7.220
12;03:45:00;7.171
12;03:45:30;7.320
12;03:46:00;7.589
12;03:46:30;7.897
12;03:47:00;8.195
12;03:47:30;8.434
12;03:48:00;8.577
12;03:48:30;8.589
12;03:49:00;8.536
12;03:49:30;8.398
12;03:50:00;8.133
12;03:50:30;7.762
12;03:51:00;7.373
12;03:51:30;7.045
12;03:52:00;6.793
12;03:52:30;6.627
12;03:53:00;6.535
12;03:53:30;6.481
12;03:54:00;6.412
12;03:54:30;6.406
12;03:55:00;6.494
12;03:55:30;6.672
12;03:56:00;6.816
12;03:56:30;6.923
12;03:57:00;7.022
12;03:57:30;7.174
12;03:58:00;7.383
12;03:58:30;7.606
12;03:59:00;7.791
12;03:59:30;7.891
12;04:00:00;7.959
12;04:00:30;8.068
12;04:01:00;8.280
12;04:01:30;8.603
12;04:02:00;8.910
12;04:02:30;9.179
12;04:03:00;9.361
12;04:03:30;9.551
12;04:04:00;9.731
12;04:04:30;9.928
12;04:05:00;10.057
12;04:05:30;10.079
12;04:06:00;9.979
12;04:06:30;9.842
12;04:07:00;9.721
12;04:07:30;9.570
12;04:08:00;9.296
12;04:08:30;8.925
12;04:09:00;8.531
12;04:09:30;8.247
12;04:10:00;8.090
12;04:10:30;8.056
12;04:11:00;8.077
12;04:11:30;8.089
12;04:12:00;7.990
12;04:12:30;7.853
12;04:13:00;7.738
12;04:13:30;7.716
12;04:14:00;7.723
12;04:14:30;7.767
12;04:15:00;7.831
12;04:15:30;7.895
12;04:16:00;7.973
12;04:16:30;8.116
12;04:17:00;8.315
12;04:17:30;8.463
12;04:18:00;8.498
12;04:18:30;8.547
12;04:19:00;8.662
12;04:19:30;8.872
12;04:20:00;9.058
12;04:20:30;9.266
12;04:21:00;9.563
12;04:21:30;9.882
12;04:22:00;10.164
12;04:22:30;10.384
12;04:23:00;10.574
12;04:23:30;10.799
12;04:24:00;10.901
12;04:24:30;11.220
12;04:25:00;11.220
12;04:25:30;11.220
12;04:26:00;11.220
12;04:26:30;11.220
12;04:27:00;11.220
12;04:27:30;11.220
12;04:28:00;11.220
12;04:28:30;11.220
12;04:29:00;11.220
12;04:29:30;11.220
12;00:00:00;3.901
12;00:00:30;3.901
12;00:01:00;3.901
12;00:01:30;3.901
12;00:02:00;3.901
12;00:02:30;3.901
12;00:03:00;3.901
12;00:03:30;3.901
12;00:04:00;3.901
12;00:04:30;3.901
12;00:05:00;3.901
12;00:05:30;3.786
12;00:06:00;3.839
12;00:06:30;3.953
12;00:07:00;4.012
12;00:07:30;3.989
12;00:08:00;3.911
12;00:08:30;3.874
12;00:09:00;3.925
12;00:09:30;4.086
12;00:10:00;4.296
12;00:10:30;4.448
12;00:11:00;4.482
12;00:11:30;4.406
12;00:12:00;4.287
12;00:12:30;4.125
12;00:13:00;3.942
12;00:13:30;3.741
12;00:14:00;3.593
12;00:14:30;3.485
12;00:15:00;3.490
12;00:15:30;3.558
12;00:16:00;3.659
12;00:16:30;3.707
12;00:17:00;3.728
12;00:17:30;3.781
12;00:18:00;3.896
12;00:18:30;4.043
12;00:19:00;4.135
12;00:19:30;4.137
12;00:20:00;4.006
12;00:20:30;3.761
12;00:21:00;3.475
12;00:21:30;3.207
12;00:22:00;3.015
12;00:22:30;2.854
12;00:23:00;2.727
12;00:23:30;2.615
12;00:24:00;2.543
12;00:24:30;2.456
12;00:25:00;2.314
12;00:25:30;2.076
12;00:26:00;1.791
12;00:26:30;1.500
12;00:27:00;1.231
12;00:27:30;0.989
12;00:28:00;0.824
12;00:28:30;0.728
12;00:29:00;0.664
12;00:29:30;0.580
12;00:30:00;0.494
12;00:30:30;0.424
12;00:31:00;0.393
12;00:31:30;0.416
12;00:32:00;0.555
12;00:32:30;0.798
12;00:33:00;1.149
12;00:33:30;1.545
12;00:34:00;1.956
12;00:34:30;2.355
12;00:35:00;2.798
12;00:35:30;3.315
12;00:36:00;3.872
12;00:36:30;4.523
12;00:37:00;5.279
12;00:37:30;6.204
12;00:38:00;7.170
12;00:38:30;8.064
12;00:39:00;8.802
12;00:39:30;9.366
12;00:40:00;9.834
12;00:40:30;10.244
12;00:41:00;10.707
12;00:41:30;11.208
12;00:42:00;11.675
12;00:42:30;11.960
12;00:43:00;12.055
12;00:43:30;12.012
12;00:44:00;11.933
12;00:44:30;11.836
12;00:45:00;11.709
12;00:45:30;11.507
12;00:46:00;11.250
12;00:46:30;10.959
12;00:47:00;10.529
12;00:47:30;9.939
12;00:48:00;9.191
12;00:48:30;8.512
12;00:49:00;7.999
12;00:49:30;7.708
12;00:50:00;7.643
12;00:50:30;7.771
12;00:51:00;7.974
12;00:51:30;8.024
12;00:52:00;7.805
12;00:52:30;7.363
12;00:53:00;6.832
12;00:53:30;6.303
12;00:54:00;5.783
12;00:54:30;5.313
12;00:55:00;4.896
12;00:55:30;4.587
12;00:56:00;4.406
12;00:56:30;4.379
12;00:57:00;4.530
12;00:57:30;4.861
12;00:58:00;5.321
12;00:58:30;5.767
12;00:59:00;6.018
12;00:59:30;6.026
12;01:00:00;5.840
12;01:00:30;5.482
12;01:01:00;4.919
12;01:01:30;4.238
12;01:02:00;3.472
12;01:02:30;2.720
12;01:03:00;2.066
12;01:03:30;1.645
12;01:04:00;1.405
12;01:04:30;1.313
12;01:05:00;1.313
12;01:05:30;1.313
12;01:06:00;1.313
12;01:06:30;1.313
12;01:07:00;1.313
12;01:07:30;1.313
12;01:08:00;1.313
12;01:08:30;1.313
12;01:09:00;1.313
12;01:09:30;1.313
12;00:00:00;2.394
12;00:00:30;2.394
12;00:01:00;2.394
12;00:01:30;2.394
12;00:02:00;2.394
12;00:02:30;2.394
12;00:03:00;2.394
12;00:03:30;2.394
12;00:04:00;2.394
12;00:04:30;2.394
12;00:05:00;2.394
12;00:05:30;2.219
12;00:06:00;2.000
12;00:06:30;1.772
12;00:07:00;1.588
12;00:07:30;1.423
12;00:08:00;1.237
12;00:08:30;1.014
12;00:09:00;0.853
12;00:09:30;0.788
12;00:10:00;0.744
12;00:10:30;0.645
12;00:11:00;0.535
12;00:11:30;0.487
12;00:12:00;0.479
12;00:12:30;0.456
12;00:13:00;0.439
12;00:13:30;0.507
12;00:14:00;0.641
12;00:14:30;0.754
12;00:15:00;0.784
12;00:15:30;0.793
12;00:16:00;0.821
12;00:16:30;0.856
12;00:17:00;0.854
12;00:17:30;0.814
12;00:18:00;0.789
12;00:18:30;0.807
12;00:19:00;0.844
12;00:19:30;0.866
12;00:20:00;0.847
12;00:20:30;0.815
12;00:21:00;0.805
12;00:21:30;0.825
12;00:22:00;0.884
12;00:22:30;0.948
12;00:23:00;1.026
12;00:23:30;1.088
12;00:24:00;1.123
12;00:24:30;1.128
12;00:25:00;1.131
12;00:25:30;1.146
12;00:26:00;1.161
12;00:26:30;1.175
12;00:27:00;1.179
12;00:27:30;1.198
12;00:28:00;1.193
12;00:28:30;1.157
12;00:29:00;1.078
12;00:29:30;0.992
12;00:30:00;0.864
12;00:30:30;0.677
12;00:31:00;0.459
12;00:31:30;0.223
12;00:32:00;-0.030
12;00:32:30;-0.326
12;00:33:00;-0.585
12;00:33:30;-0.807
12;00:34:00;-1.028
12;00:34:30;-1.324
12;00:35:00;-1.655
12;00:35:30;-1.969
12;00:36:00;-2.176
12;00:36:30;-2.281
12;00:37:00;-2.325
12;00:37:30;-2.344
12;00:38:00;-2.367
12;00:38:30;-2.330
12;00:39:00;-2.216
12;00:39:30;-2.008
12;00:40:00;-1.708
12;00:40:30;-1.313
12;00:41:00;-0.827
12;00:41:30;-0.308
12;00:42:00;0.211
12;00:42:30;0.713
12;00:43:00;1.171
12;00:43:30;1.553
12;00:44:00;1.856
12;00:44:30;2.100
12;00:45:00;2.301
12;00:45:30;2.427
12;00:46:00;2.487
12;00:46:30;2.480
12;00:47:00;2.451
12;00:47:30;2.455
12;00:48:00;2.496
12;00:48:30;2.541
12;00:49:00;2.555
12;00:49:30;2.532
12;00:50:00;2.473
12;00:50:30;2.316
12;00:51:00;2.072
12;00:51:30;1.791
12;00:52:00;1.511
12;00:52:30;1.214
12;00:53:00;0.868
12;00:53:30;0.473
12;00:54:00;0.065
12;00:54:30;-0.298
12;00:55:00;-0.569
12;00:55:30;-0.716
12;00:56:00;-0.739
12;00:56:30;-0.639
12;00:57:00;-0.457
12;00:57:30;-0.213
12;00:58:00;0.030
12;00:58:30;0.220
12;00:59:00;0.331
12;00:59:30;0.336
12;01:00:00;0.197
12;01:00:30;-0.090
12;01:01:00;-0.433
12;01:01:30;-0.723
12;01:02:00;-0.932
12;01:02:30;-1.076
12;01:03:00;-1.129
12;01:03:30;-1.061
12;01:04:00;-0.857
12;01:04:30;-0.603
12;01:05:00;-0.379
12;01:05:30;-0.174
12;01:06:00;-0.006
12;01:06:30;0.108
12;01:07:00;0.124
12;01:07:30;0.102
12;01:08:00;0.040
12;01:08:30;-0.072
12;01:09:00;-0.211
12;01:09:30;-0.294
12;01:10:00;-0.261
12;01:10:30;-0.047
12;01:11:00;0.340
12;01:11:30;0.811
12;01:12:00;1.186
12;01:12:30;1.382
12;01:13:00;1.472
12;01:13:30;1.548
12;01:14:00;1.604
12;01:14:30;1.568
12;01:15:00;1.486
12;01:15:30;1.431
12;01:16:00;1.425
12;01:16:30;1.475
12;01:17:00;1.534
12;01:17:30;1.584
12;01:18:00;1.557
12;01:18:30;1.515
12;01:19:00;1.558
12;01:19:30;1.735
12;01:20:00;1.982
12;01:20:30;2.187
12;01:21:00;2.288
12;01:21:30;2.313
12;01:22:00;2.311
12;01:22:30;2.351
12;01:23:00;2.479
12;01:23:30;2.657
12;01:24:00;2.787
12;01:24:30;2.875
12;01:25:00;3.000
12;01:25:30;3.208
12;01:26:00;3.414
12;01:26:30;3.487
12;01:27:00;3.430
12;01:27:30;3.335
12;01:28:00;3.359
12;01:28:30;3.464
12;01:29:00;3.570
12;01:29:30;3.563
12;01:30:00;3.435
12;01:30:30;3.274
12;01:31:00;3.177
12;01:31:30;3.189
12;01:32:00;3.185
12;01:32:30;3.113
12;01:33:00;3.043
12;01:33:30;3.002
12;01:34:00;2.983
12;01:34:30;2.923
12;01:35:00;2.849
12;01:35:30;2.766
12;01:36:00;2.651
12;01:36:30;2.515
12;01:37:00;2.438
12;01:37:30;2.445
12;01:38:00;2.510
12;01:38:30;2.511
12;01:39:00;2.445
12;01:39:30;2.340
12;01:40:00;2.269
12;01:40:30;2.265
12;01:41:00;2.309
12;01:41:30;2.326
12;01:42:00;2.295
12;01:42:30;2.264
12;01:43:00;2.297
12;01:43:30;2.314
12;01:44:00;2.273
12;01:44:30;2.137
12;01:45:00;1.987
12;01:45:30;1.768
12;01:46:00;1.513
12;01:46:30;1.223
12;01:47:00;0.978
12;01:47:30;0.821
12;01:48:00;0.765
12;01:48:30;0.775
12;01:49:00;0.812
12;01:49:30;0.854
12;01:50:00;0.821
12;01:50:30;0.592
12;01:51:00;0.100
12;01:51:30;-0.546
12;01:52:00;-1.209
12;01:52:30;-1.853
12;01:53:00;-2.449
12;01:53:30;-2.967
12;01:54:00;-3.403
12;01:54:30;-3.757
12;01:55:00;-3.923
12;01:55:30;-3.860
12;01:56:00;-3.610
12;01:56:30;-3.408
12;01:57:00;-3.354
12;01:57:30;-3.402
12;01:58:00;-3.457
12;01:58:30;-3.414
12;01:59:00;-3.215
12;01:59:30;-2.882
12;02:00:00;-2.485
12;02:00:30;-2.142
12;02:01:00;-1.849
12;02:01:30;-1.513
12;02:02:00;-1.156
12;02:02:30;-0.745
12;02:03:00;-0.309
12;02:03:30;0.108
12;02:04:00;0.483
12;02:04:30;0.712
12;02:05:00;0.712
12;02:05:30;0.712
12;02:06:00;0.712
12;02:06:30;0.712
12;02:07:00;0.712
12;02:07:30;0.712
12;02:08:00;0.712
12;02:08:30;0.712
12;02:09:00;0.712
12;02:09:30;0.712
12;00:00:00;0.268
12;00:00:30;0.268
12;00:01:00;0.268
12;00:01:30;0.268
12;00:02:00;0.268
12;00:02:30;0.268
12;00:03:00;0.268
12;00:03:30;0.268
12;00:04:00;0.268
12;00:04:30;0.268
12;00:05:00;0.268
12;00:05:30;0.422
12;00:06:00;0.472
12;00:06:30;0.441
12;00:07:00;0.421
12;00:07:30;0.491
12;00:08:00;0.593
12;00:08:30;0.662
12;00:09:00;0.566
12;00:09:30;0.311
12;00:10:00;-0.048
12;00:10:30;-0.390
12;00:11:00;-0.735
12;00:11:30;-1.072
12;00:12:00;-1.373
12;00:12:30;-1.614
12;00:13:00;-1.819
12;00:13:30;-1.989
12;00:14:00;-2.036
12;00:14:30;-1.959
12;00:15:00;-1.883
12;00:15:30;-1.859
12;00:16:00;-1.883
12;00:16:30;-1.911
12;00:17:00;-1.983
12;00:17:30;-2.044
12;00:18:00;-2.115
12;00:18:30;-2.176
12;00:19:00;-2.227
12;00:19:30;-2.161
12;00:20:00;-1.983
12;00:20:30;-1.778
12;00:21:00;-1.674
12;00:21:30;-1.630
12;00:22:00;-1.650
12;00:22:30;-1.669
12;00:23:00;-1.650
12;00:23:30;-1.570
12;00:24:00;-1.473
12;00:24:30;-1.416
12;00:25:00;-1.357
12;00:25:30;-1.250
12;00:26:00;-1.122
12;00:26:30;-1.003
12;00:27:00;-0.906
12;00:27:30;-0.796
12;00:28:00;-0.706
12;00:28:30;-0.666
12;00:29:00;-0.640
12;00:29:30;-0.515
12;00:30:00;-0.347
12;00:30:30;-0.175
12;00:31:00;-0.054
12;00:31:30;0.099
12;00:32:00;0.253
12;00:32:30;0.411
12;00:33:00;0.566
12;00:33:30;0.686
12;00:34:00;0.788
12;00:34:30;0.882
12;00:35:00;0.959
12;00:35:30;0.976
12;00:36:00;0.941
12;00:36:30;0.880
12;00:37:00;0.830
12;00:37:30;0.808
12;00:38:00;0.849
12;00:38:30;0.936
12;00:39:00;1.078
12;00:39:30;1.251
12;00:40:00;1.399
12;00:40:30;1.505
12;00:41:00;1.604
12;00:41:30;1.731
12;00:42:00;1.867
12;00:42:30;2.003
12;00:43:00;2.154
12;00:43:30;2.322
12;00:44:00;2.507
12;00:44:30;2.666
12;00:45:00;2.795
12;00:45:30;2.885
12;00:46:00;2.980
12;00:46:30;3.058
12;00:47:00;3.176
12;00:47:30;3.294
12;00:48:00;3.365
12;00:48:30;3.314
12;00:49:00;3.146
12;00:49:30;2.920
12;00:50:00;2.646
12;00:50:30;2.306
12;00:51:00;1.937
12;00:51:30;1.542
12;00:52:00;1.203
12;00:52:30;0.916
12;00:53:00;0.690
12;00:53:30;0.513
12;00:54:00;0.360
12;00:54:30;0.270
12;00:55:00;0.234
12;00:55:30;0.246
12;00:56:00;0.259
12;00:56:30;0.232
12;00:57:00;0.171
12;00:57:30;0.092
12;00:58:00;0.032
12;00:58:30;0.060
12;00:59:00;0.189
12;00:59:30;0.423
12;01:00:00;0.685
12;01:00:30;0.968
12;01:01:00;1.218
12;01:01:30;1.430
12;01:02:00;1.611
12;01:02:30;1.747
12;01:03:00;1.848
12;01:03:30;1.906
12;01:04:00;1.946
12;01:04:30;1.973
12;01:05:00;1.933
12;01:05:30;1.856
12;01:06:00;1.720
12;01:06:30;1.558
12;01:07:00;1.357
12;01:07:30;1.141
12;01:08:00;0.867
12;01:08:30;0.514
12;01:09:00;0.088
12;01:09:30;-0.338
12;01:10:00;-0.729
12;01:10:30;-1.054
12;01:11:00;-1.288
12;01:11:30;-1.398
12;01:12:00;-1.382
12;01:12:30;-1.253
12;01:13:00;-1.036
12;01:13:30;-0.819
12;01:14:00;-0.604
12;01:14:30;-0.397
12;01:15:00;-0.178
12;01:15:30;0.047
12;01:16:00;0.247
12;01:16:30;0.441
12;01:17:00;0.629
12;01:17:30;0.835
12;01:18:00;1.071
12;01:18:30;1.334
12;01:19:00;1.555
12;01:19:30;1.742
12;01:20:00;1.880
12;01:20:30;2.006
12;01:21:00;2.040
12;01:21:30;1.976
12;01:22:00;1.858
12;01:22:30;1.758
12;01:23:00;1.686
12;01:23:30;1.562
12;01:24:00;1.449
12;01:24:30;1.350
12;01:25:00;1.298
12;01:25:30;1.253
12;01:26:00;1.177
12;01:26:30;1.073
12;01:27:00;0.989
12;01:27:30;1.018
12;01:28:00;1.170
12;01:28:30;1.334
12;01:29:00;1.437
12;01:29:30;1.558
12;01:30:00;1.700
12;01:30:30;1.904
12;01:31:00;2.106
12;01:31:30;2.372
12;01:32:00;2.691
12;01:32:30;2.978
12;01:33:00;3.075
12;01:33:30;2.901
12;01:34:00;2.615
12;01:34:30;2.347
12;01:35:00;2.138
12;01:35:30;1.861
12;01:36:00;1.485
12;01:36:30;1.122
12;01:37:00;0.859
12;01:37:30;0.720
12;01:38:00;0.587
12;01:38:30;0.399
12;01:39:00;0.191
12;01:39:30;0.027
12;01:40:00;-0.070
12;01:40:30;-0.111
12;01:41:00;-0.145
12;01:41:30;-0.136
12;01:42:00;-0.151
12;01:42:30;-0.180
12;01:43:00;-0.209
12;01:43:30;-0.131
12;01:44:00;0.048
12;01:44:30;0.264
12;01:45:00;0.480
12;01:45:30;0.728
12;01:46:00;1.066
12;01:46:30;1.475
12;01:47:00;1.909
12;01:47:30;2.283
12;01:48:00;2.593
12;01:48:30;2.811
12;01:49:00;2.975
12;01:49:30;3.060
12;01:50:00;3.081
12;01:50:30;3.031
12;01:51:00;2.987
12;01:51:30;2.979
12;01:52:00;2.948
12;01:52:30;2.882
12;01:53:00;2.817
12;01:53:30;2.752
12;01:54:00;2.690
12;01:54:30;2.631
12;01:55:00;2.600
12;01:55:30;2.513
12;01:56:00;2.345
12;01:56:30;2.179
12;01:57:00;2.069
12;01:57:30;2.008
12;01:58:00;1.937
12;01:58:30;1.820
12;01:59:00;1.710
12;01:59:30;1.658
12;02:00:00;1.733
12;02:00:30;1.875
12;02:01:00;2.049
12;02:01:30;2.097
12;02:02:00;2.034
12;02:02:30;1.889
12;02:03:00;1.750
12;02:03:30;1.536
12;02:04:00;1.310
12;02:04:30;1.125
12;02:05:00;1.118
12;02:05:30;1.239
12;02:06:00;1.449
12;02:06:30;1.649
12;02:07:00;1.756
12;02:07:30;1.770
12;02:08:00;1.691
12;02:08:30;1.592
12;02:09:00;1.443
12;02:09:30;1.300
12;02:10:00;1.135
12;02:10:30;0.982
12;02:11:00;0.888
12;02:11:30;0.860
12;02:12:00;0.962
12;02:12:30;1.116
12;02:13:00;1.306
12;02:13:30;1.504
12;02:14:00;1.797
12;02:14:30;2.157
12;02:15:00;2.487
12;02:15:30;2.675
12;02:16:00;2.720
12;02:16:30;2.681
12;02:17:00;2.625
12;02:17:30;2.620
12;02:18:00;2.668
12;02:18:30;2.655
12;02:19:00;2.608
12;02:19:30;2.581
12;02:20:00;2.676
12;02:20:30;2.826
12;02:21:00;2.984
12;02:21:30;3.142
12;02:22:00;3.305
12;02:22:30;3.405
12;02:23:00;3.437
12;02:23:30;3.451
12;02:24:00;3.474
12;02:24:30;3.535
12;02:25:00;3.535
12;02:25:30;3.535
12;02:26:00;3.535
12;02:26:30;3.535
12;02:27:00;3.535
12;02:27:30;3.535
12;02:28:00;3.535
12;02:28:30;3.535
12;02:29:00;3.535
12;02:29:30;3.535
12;00:00:00;-0.749
12;00:00:30;-0.749
12;00:01:00;-0.749
12;00:01:30;-0.749
12;00:02:00;-0.749
12;00:02:30;-0.749
12;00:03:00;-0.749
12;00:03:30;-0.749
12;00:04:00;-0.749
12;00:04:30;-0.749
12;00:05:00;-0.749
12;00:05:30;-0.737
12;00:06:00;-0.701
12;00:06:30;-0.628
12;00:07:00;-0.485
12;00:07:30;-0.304
12;00:08:00;-0.136
12;00:08:30;0.008
12;00:09:00;0.127
12;00:09:30;0.279
12;00:10:00;0.493
12;00:10:30;0.722
12;00:11:00;0.915
12;00:11:30;1.037
12;00:12:00;1.107
12;00:12:30;1.162
12;00:13:00;1.218
12;00:13:30;1.303
12;00:14:00;1.396
12;00:14:30;1.489
12;00:15:00;1.588
12;00:15:30;1.685
12;00:16:00;1.798
12;00:16:30;1.894
12;00:17:00;1.959
12;00:17:30;1.973
12;00:18:00;1.959
12;00:18:30;1.933
